id_solicitud,edad,genero,estado_civil,nivel_educacion,ciudad,tipo_empleo,antiguedad_laboral_meses,ingreso_mensual_bs,monto_solicitado_bs,plazo_meses,num_dependientes,puntaje_crediticio,tiene_vivienda_propia,historial_mora,nivel_riesgo,aprobado
1210,31,Masculino,Divorciado,Posgrado,El Alto,Independiente,42.0,,102455.0,12,3,618.0,No,No,Medio,0
1211,55,Masculino, UNIÓN LIBRE,Técnico,Trinidad,Dependiente,199.0,9562.0,119385.0,24,2,590.0,NO,No,Medio,1
1212,59,Masculino,Divorciado,Licenciatura,Oruro,Independiente,388.0,9424.0,94411.0,12,5,486.0,No,No,Alto,0
1213,41,Masculino,Unión Libre,Técnico,Potosí,Dependiente,434.0,6273.0,18401.0,36,2,675.0,si,No,Bajo,1
1214,57,Femenino,Soltero,Posgrado,El Alto,Independiente,214.0,,112084.0,12,6,835.0,No,No,Medio,0
1215,32,Masculino,Divorciado,Secundaria,Potosí,Dependiente,403.0,4593.0,44825.0,18,1,691.0,No,No,Bajo,1
1216,22,Masculino,Casado,Secundaria,Quillacollo,Independiente,373.0,5877.0,31802.0,24,2,712.0,NO,No,Medio,0
1217,23,Femenino,Casado,Posgrado,La Paz,Dependiente,27.0,13501.0,94574.0,24,5,613.0,Sí,Sí,Alto,0
1218,41,Femenino,Viudo,Posgrado,Santa Cruz,Independiente,298.0,11908.0,102686.0,24,0,628.0,No,No,Medio,1
1219,65,Femenino,Unión Libre,Secundaria,El Alto,Empleado Público,296.0,3372.0,9918.0,24,2,739.0,si,Sí,Alto,0
1220,24,Masculino,Casado,Secundaria,Santa Cruz,Empleado Público,261.0,8612.0,59216.0,48,5,831.0,No,Sí,Alto,0
1221,42,Masculino,Casado,Técnico,Oruro,Independiente,371.0,10295.0,97955.0,36,4,784.0,Sí,No,Medio,1
1222,55,Masculino,Casado,Técnico,Santa Cruz,Independiente,427.0,4676.0,21170.0,48,5,722.0,Sí,No,Medio,1
1223,28,Femenino,Casado,Secundaria,Cochabamba,Dependiente,264.0,4480.0,31846.0,24,3,653.0,No,No,Bajo,1
1224,56,Masculino,Casado,Licenciatura,El Alto,Empleado Público,154.0,9250.0,65825.0,24,6,669.0,Sí,No,Bajo,1
1225,34,Femenino,Casado,Secundaria,La Paz,Independiente,472.0,6197.0,57727.0,24,6,582.0,No,No,Alto,0
1226,60,Masculino,Soltero,Licenciatura,El Alto,Dependiente,463.0,8403.0,100843.0,24,6,520.0,No,No,Medio,1
1227,48,Femenino,Soltero,Primaria,Tarija,Dependiente,329.0,4156.0,47873.0,18,0,549.0,Sí,No,Medio,0
1228,46,Masculino,Divorciado,Primaria,Cochabamba,Jubilado,331.0,5817.0,50907.0,24,4,654.0,Sí,No,Bajo,1
1229,27,Masculino, CASADO,Licenciatura,Santa Cruz,Independiente,50.0,8716.0,71007.0,6,0,624.0,Sí,No,Medio,0
1230,42,Masculino,Unión Libre,Secundaria,Sucre,Independiente,193.0,2581.0,20966.0,6,1,518.0,NO,No,Alto,0
1231,63,Masculino,Casado,Licenciatura,La Paz,Independiente,95.0,9249.0,69413.0,48,2,,No,No,Medio,0
1232,19,Femenino,Soltero,Secundaria,El Alto,Dependiente,247.0,3190.0,10402.0,6,4,,Sí,No,Bajo,0
1233,58,Femenino,Soltero,Posgrado,El Alto,Independiente,397.0,15706.0,141840.0,24,3,544.0,NO,No,Alto,1
1234,44,Femenino,Soltero,Licenciatura,Yacuiba,Dependiente,107.0,12417.0,115905.0,24,6,,Sí,Sí,Alto,0
1235,56,Femenino,Unión Libre,Licenciatura,Potosí,Independiente,479.0,,68725.0,12,2,621.0,No,Sí,Alto,0
1236,53,Masculino,Soltero,Secundaria,Cochabamba,Independiente,62.0,4635.0,51597.0,48,4,595.0,No,No,Alto,0
1237,40,Masculino,Casado,Secundaria,La Paz,Dependiente,47.0,5595.0,50135.0,12,5,733.0,Sí,Sí,Alto,0
1238,34,Masculino, UNIÓN LIBRE,Secundaria,El Alto,Empleado Público,468.0,825.0,9078.0,48,6,479.0,No,No,Medio,1
1239,51,Masculino,Unión Libre,Técnico,Cochabamba,Dependiente,48.0,8952.0,16292.0,36,1,471.0,Sí,No,Medio,0
1240,25,Masculino,Soltero,Secundaria,Santa Cruz,Independiente,353.0,6755.0,15960.0,12,5,650.0,No,No,Medio,1
1241,48,Masculino,Soltero,Primaria,Montero,Independiente,367.0,5939.0,30955.0,12,0,,NO,No,Medio,1
1242,23,Femenino,Soltero,Secundaria,Oruro,Independiente,158.0,,21917.0,18,3,686.0,No,No,Medio,1
1243,52,Femenino,Soltero,Secundaria,Santa Cruz,Independiente,30.0,5564.0,22999.0,18,2,601.0,No,Sí,Alto,0
1244,51,Masculino,Soltero,Técnico,Oruro,Jubilado,428.0,8341.0,33331.0,12,6,567.0,No,Sí,Alto,0
1245,22,Masculino,Casado,Secundaria,Sacaba,Independiente,32.0,4248.0,17935.0,60,5,649.0,Sí,No,Medio,0
1246,58,Femenino,Unión Libre,Secundaria,Santa Cruz,Empleado Público,323.0,3374.0,36222.0,12,6,610.0,No,No,Bajo,0
1247,40,Masculino,Casado,Licenciatura,Cochabamba,Empleado Público,427.0,10783.0,106466.0,36,5,790.0,si,No,Bajo,0
1248,59,Masculino,Casado,Técnico,Montero,Dependiente,479.0,8750.0,52840.0,12,2,621.0,No,No,Bajo,1
1249,20,Femenino,Soltero,Secundaria,El Alto,Dependiente,385.0,1475.0,6383.0,60,5,645.0,si,No,Bajo,1
1250,27,Femenino, DIVORCIADO,Técnico,Trinidad,Independiente,372.0,5642.0,20004.0,12,0,850.0,No,No,Medio,1
1251,44,Masculino,Casado,Licenciatura,La Paz,Dependiente,424.0,9266.0,24229.0,18,3,632.0,NO,No,Bajo,1
1252,27,Masculino,Viudo,Secundaria,Cochabamba,Dependiente,370.0,6114.0,37874.0,24,0,700.0,Sí,Sí,Alto,0
1253,35,Femenino,Unión Libre,Técnico,Sucre,Dependiente,312.0,9084.0,19958.0,12,5,708.0,NO,No,Bajo,1
1254,53,Masculino,Soltero,Posgrado,Cochabamba,Independiente,479.0,,68123.0,36,6,716.0,No,No,Medio,1
1255,25,Femenino,Soltero,Técnico,Santa Cruz,Dependiente,155.0,11827.0,138822.0,12,4,,Sí,No,Bajo,0
1256,53,Masculino,Soltero,Posgrado,Cochabamba,Empleado Público,198.0,10640.0,76874.0,24,5,667.0,No,No,Bajo,1
1257,23,Femenino,Casado,Licenciatura,La Paz,Independiente,435.0,12468.0,129584.0,24,1,659.0,No,No,Medio,1
1258,27,Masculino,Unión Libre,Primaria,El Alto,Empleado Público,149.0,2413.0,8338.0,24,6,598.0,No,No,Medio,1
1259,49,Femenino, CASADO,Técnico,El Alto,Dependiente,143.0,5057.0,26624.0,6,3,679.0,Sí,No,Bajo,0
1260,60,Femenino, DIVORCIADO,Licenciatura,Cochabamba,Independiente,73.0,8555.0,101403.0,12,4,833.0,No,No,Medio,1
1261,27,Masculino,Casado,Posgrado,Santa Cruz,Dependiente,132.0,9455.0,54404.0,12,5,759.0,Sí,No,Bajo,1
1262,33,Femenino,Soltero,Técnico,El Alto,Independiente,285.0,,60814.0,18,4,677.0,NO,No,Medio,1
1263,67,Femenino,Soltero,Secundaria,Trinidad,Dependiente,426.0,2237.0,31149.0,12,2,727.0,Sí,No,Bajo,0
1264,70,Femenino,Casado,Técnico,Santa Cruz,Jubilado,263.0,3917.0,32303.0,48,4,572.0,Sí,No,Medio,1
1265,48,Masculino,Casado,Secundaria,Santa Cruz,Dependiente,327.0,3297.0,18854.0,24,4,627.0,Sí,No,Bajo,1
1266,41,Masculino,Casado,Licenciatura,Santa Cruz,Independiente,368.0,7212.0,55265.0,24,6,735.0,si,No,Medio,0
1267,36,Masculino,Soltero,Técnico,El Alto,Dependiente,430.0,11287.0,26441.0,18,3,784.0,No,No,Bajo,0
1268,50,Femenino,Casado,Licenciatura,Potosí,Independiente,360.0,10927.0,30443.0,12,3,581.0,No,No,Alto,1
1269,49,Femenino,Soltero,Licenciatura,Santa Cruz,Independiente,74.0,,9189.0,24,3,606.0,No,No,Medio,1
1270,33,Femenino,,Licenciatura,La Paz,Dependiente,235.0,7747.0,83940.0,18,0,846.0,No,No,Bajo,1
1271,19,Masculino,Soltero,Licenciatura,Sacaba,Dependiente,458.0,8648.0,74241.0,18,0,659.0,Sí,No,Bajo,0
1272,26,Masculino,Soltero,Licenciatura,Sucre,Dependiente,436.0,12229.0,60293.0,24,0,814.0,Sí,Sí,Alto,0
1273,68,Masculino,Casado,Licenciatura,Potosí,Dependiente,294.0,8683.0,37447.0,24,4,669.0,No,No,Bajo,0
1274,40,Masculino,Casado,Licenciatura,Tarija,Jubilado,446.0,8315.0,72929.0,60,2,672.0,No,Sí,Alto,0
1275,43,Femenino,Casado,Primaria,Cobija,Dependiente,321.0,3749.0,44689.0,12,6,623.0,No,Sí,Alto,0
1276,42,Masculino,Casado,Técnico,Santa Cruz,Dependiente,31.0,7412.0,35018.0,24,4,735.0,Sí,No,Bajo,1
1277,59,Masculino,Unión Libre,Secundaria,Cochabamba,Jubilado,333.0,5902.0,30852.0,12,0,772.0,No,No,Bajo,0
1278,21,Femenino,Casado,Licenciatura,Cochabamba,Dependiente,80.0,62946.0,400000.0,18,0,557.0,Sí,No,Medio,0
1279,22,Femenino,Casado,Licenciatura,El Alto,Dependiente,183.0,11600.0,130272.0,36,2,618.0,No,No,Bajo,0
1280,32,Femenino,Casado,Técnico,El Alto,Empleado Público,114.0,3892.0,47934.0,12,6,732.0,si,No,Bajo,1
1281,43,Femenino,Soltero,Secundaria,La Paz,Desempleado,,4803.0,23541.0,24,0,638.0,No,Sí,Alto,0
1282,53,Femenino,Casado,Secundaria,Cochabamba,Empleado Público,14.0,7512.0,25501.0,18,1,606.0,Sí,Sí,Alto,0
1283,44,Femenino,Soltero,Licenciatura,Sucre,Independiente,308.0,,81446.0,6,0,,NO,No,Medio,0
1284,41,Masculino,Casado,Secundaria,Oruro,Jubilado,423.0,3411.0,17402.0,48,2,749.0,Sí,No,Bajo,1
1285,67,Femenino,Soltero,Secundaria,El Alto,Dependiente,378.0,4399.0,49063.0,18,6,,No,No,Bajo,0
1286,26,Femenino,Unión Libre,Licenciatura,El Alto,Jubilado,473.0,8317.0,16212.0,36,4,669.0,Sí,No,Bajo,1
1287,48,Masculino,Casado,Licenciatura,Santa Cruz,Empleado Público,431.0,11386.0,97465.0,18,3,,No,No,Medio,0
1288,46,Masculino,Viudo,Secundaria,Cochabamba,Desempleado,,6089.0,68086.0,48,1,569.0,si,No,Alto,0
1289,43,Masculino,Casado,Secundaria,Montero,Dependiente,327.0,2087.0,25872.0,18,2,661.0,Sí,Sí,Alto,0
1290,60,Femenino,Soltero,Posgrado,Tarija,Dependiente,243.0,12976.0,110107.0,18,3,653.0,No,No,Bajo,1
1291,32,Masculino,Divorciado,Licenciatura,Montero,Independiente,32.0,,62051.0,36,1,563.0,Sí,No,Alto,1
1292,68,Femenino,Casado,Licenciatura,Tarija,Independiente,1.0,7947.0,22263.0,18,4,586.0,Sí,Sí,Alto,0
1293,35,Femenino,Divorciado,Secundaria,Sacaba,Independiente,88.0,,22861.0,18,6,554.0,No,No,Alto,0
1294,46,Masculino,Casado,Secundaria,Santa Cruz,Desempleado,,6177.0,10614.0,60,1,691.0,No,No,Medio,1
1295,45,Masculino,Casado,Primaria,La Paz,Independiente,458.0,,10256.0,24,1,473.0,No,No,Alto,0
1296,63,Masculino,Viudo,Licenciatura,La Paz,Dependiente,197.0,10110.0,111103.0,36,0,559.0,Sí,No,Medio,0
1297,41,Masculino,Casado,Primaria,Santa Cruz,Dependiente,465.0,5060.0,13826.0,24,5,482.0,NO,No,Medio,0
1298,33,Masculino,Soltero,Primaria,El Alto,Dependiente,23.0,800.0,3530.0,36,3,688.0,No,Sí,Alto,0
1299,19,Femenino,Casado,Licenciatura,La Paz,Dependiente,465.0,10820.0,61198.0,48,1,488.0,Sí,Sí,Alto,0
1300,37,Femenino, CASADO,Posgrado,Quillacollo,Dependiente,111.0,12682.0,54199.0,24,1,653.0,No,No,Bajo,1
1301,61,Femenino,Unión Libre,Licenciatura,El Alto,Empleado Público,17.0,10324.0,108449.0,18,0,798.0,Sí,No,Bajo,1
1302,18,Femenino,Casado,Técnico,Quillacollo,Empleado Público,364.0,4959.0,18502.0,6,3,801.0,No,No,Bajo,1
1303,65,Masculino,Casado,Técnico,Oruro,Independiente,183.0,5806.0,57953.0,24,4,,No,No,Alto,0
1304,46,Femenino,Divorciado,Técnico,Cochabamba,Dependiente,140.0,6386.0,49821.0,36,1,677.0,No,No,Bajo,0
1305,25,Masculino,Casado,Secundaria,Potosí,Independiente,365.0,3087.0,21482.0,24,0,561.0,No,No,Alto,0
1306,34,Masculino,Casado,Técnico,Santa Cruz,Empleado Público,160.0,,22057.0,12,3,543.0,si,Sí,Alto,1
1307,47,Masculino,Casado,Técnico,Cochabamba,Desempleado,,6460.0,80402.0,18,4,,si,No,Medio,1
1308,34,Femenino, SOLTERO,Técnico,El Alto,Independiente,93.0,5171.0,45888.0,24,2,761.0,No,No,Medio,1
1309,23,Femenino,Casado,Licenciatura,Montero,Empleado Público,41.0,178367.0,400000.0,36,1,704.0,No,No,Bajo,1
1310,53,Masculino,Soltero,Posgrado,El Alto,Independiente,156.0,14041.0,75815.0,12,1,586.0,No,No,Alto,0
1311,53,Masculino, SOLTERO,Primaria,El Alto,Independiente,293.0,1821.0,20600.0,24,5,713.0,Sí,Sí,Alto,0
1312,24,Masculino,Casado,Técnico,Potosí,Desempleado,,5325.0,58832.0,36,6,448.0,No,No,Alto,0
1313,32,Masculino,Casado,Secundaria,Cochabamba,Dependiente,68.0,6640.0,71142.0,48,5,582.0,Sí,No,Medio,1
1314,30,Masculino,Viudo,Secundaria,Santa Cruz,Dependiente,360.0,4381.0,36526.0,12,3,576.0,Sí,Sí,Alto,0
1315,52,Femenino, SOLTERO,Secundaria,Cochabamba,Dependiente,237.0,5963.0,67141.0,48,5,657.0,No,Sí,Alto,0
1316,56,Masculino,,Secundaria,La Paz,Independiente,207.0,,19269.0,24,2,632.0,NO,No,Medio,0
1317,56,Femenino,Unión Libre,Licenciatura,Potosí,Independiente,115.0,10331.0,95173.0,36,0,637.0,NO,No,Medio,0
1318,67,Masculino,Soltero,Técnico,El Alto,Independiente,8.0,6330.0,40128.0,6,2,634.0,No,No,Medio,0
1319,58,Masculino,Soltero,Posgrado,El Alto,Independiente,25.0,13548.0,107538.0,24,4,652.0,Sí,No,Medio,1
1320,34,Masculino,Soltero,Primaria,La Paz,Dependiente,327.0,987.0,16274.0,24,4,699.0,No,No,Bajo,0
1321,23,Femenino,Casado,Primaria,Santa Cruz,Desempleado,,,50462.0,18,6,663.0,No,Sí,Alto,0
1322,50,Femenino,Viudo,Técnico,Santa Cruz,Dependiente,118.0,4271.0,29557.0,24,6,,No,Sí,Alto,0
1323,66,Masculino,Divorciado,Secundaria,Santa Cruz,Desempleado,,3951.0,34523.0,24,1,686.0,si,No,Medio,1
1324,69,Femenino,Casado,Secundaria,El Alto,Dependiente,165.0,4822.0,53550.0,24,0,724.0,Sí,No,Bajo,1
1325,30,Femenino,Soltero,Posgrado,El Alto,Independiente,358.0,,136770.0,6,1,600.0,si,No,Medio,1
1326,30,Femenino,Casado,Secundaria,Cochabamba,Independiente,165.0,5315.0,52854.0,24,6,645.0,Sí,No,Medio,0
1327,19,Femenino,Casado,Secundaria,La Paz,Empleado Público,448.0,5983.0,14891.0,12,5,755.0,Sí,Sí,Alto,0
1328,25,Femenino,,Técnico,Potosí,Dependiente,395.0,8416.0,41274.0,48,0,551.0,No,Sí,Alto,0
1329,47,Masculino,Soltero,Técnico,Quillacollo,Desempleado,,7016.0,81291.0,60,1,812.0,No,No,Medio,0
1330,46,Femenino, SOLTERO,Técnico,Santa Cruz,Independiente,329.0,,76721.0,18,3,529.0,Sí,Sí,Alto,0
1331,37,Femenino, SOLTERO,Secundaria,Cobija,Independiente,198.0,7323.0,68894.0,12,4,619.0,No,Sí,Alto,0
1332,34,Femenino,Casado,Licenciatura,La Paz,Independiente,454.0,,66614.0,12,6,,No,No,Alto,1
1333,61,Femenino,Casado,Secundaria,La Paz,Dependiente,172.0,,51447.0,24,5,847.0,No,No,Bajo,1
1334,42,Femenino,Soltero,Técnico,Potosí,Independiente,402.0,6460.0,40990.0,48,1,605.0,No,No,Medio,1
1335,60,Masculino,Casado,Licenciatura,Oruro,Dependiente,296.0,9591.0,96215.0,24,0,605.0,NO,No,Bajo,1
1336,69,Femenino,Divorciado,Licenciatura,Tarija,Dependiente,309.0,8819.0,42928.0,6,4,617.0,Sí,Sí,Alto,0
1337,34,Femenino,Casado,Secundaria,La Paz,Independiente,169.0,3743.0,34485.0,6,3,659.0,Sí,No,Medio,0
1338,28,Femenino,Divorciado,Técnico,Oruro,Independiente,400.0,,60749.0,12,6,620.0,No,No,Medio,0
1339,68,Femenino,Casado,Primaria,Santa Cruz,Dependiente,358.0,1685.0,17731.0,36,4,638.0,No,No,Bajo,0
1340,51,Femenino, DIVORCIADO,Secundaria,El Alto,Dependiente,392.0,6519.0,34268.0,24,3,332.0,NO,Sí,Alto,0
1341,33,Femenino,Soltero,Primaria,La Paz,Dependiente,385.0,800.0,9405.0,24,2,655.0,NO,No,Bajo,0
1342,50,Masculino,Casado,Licenciatura,Riberalta,Dependiente,75.0,8065.0,21763.0,18,0,,Sí,No,Bajo,1
1343,45,Femenino, SOLTERO,Secundaria,La Paz,Independiente,421.0,,16743.0,48,6,743.0,si,No,Medio,0
1344,65,Masculino,Casado,Licenciatura,Sucre,Dependiente,404.0,10923.0,68273.0,18,5,768.0,NO,No,Bajo,0
1345,31,Masculino,Casado,Primaria,Cochabamba,Desempleado,,4287.0,12568.0,36,1,633.0,Sí,No,Medio,0
1346,70,Femenino,,Licenciatura,Potosí,Dependiente,472.0,13430.0,156823.0,48,4,723.0,NO,No,Bajo,1
1347,67,Femenino,Divorciado,Licenciatura,Potosí,Dependiente,253.0,10145.0,115456.0,24,2,551.0,NO,No,Medio,0
1348,27,Masculino,Soltero,Secundaria,Tarija,Desempleado,,2546.0,5473.0,48,3,719.0,No,No,Medio,0
1349,26,Masculino,Soltero,Primaria,El Alto,Dependiente,107.0,2732.0,31585.0,12,5,598.0,Sí,No,Medio,1
1350,46,Femenino,Soltero,Primaria,La Paz,Independiente,175.0,,9237.0,36,5,543.0,No,No,Alto,0
1351,20,Femenino,Casado,Licenciatura,Cochabamba,Jubilado,409.0,145702.0,400000.0,12,1,633.0,Sí,No,Bajo,1
1352,33,Femenino,Soltero,Secundaria,Santa Cruz,Jubilado,461.0,2901.0,34049.0,24,2,776.0,NO,No,Bajo,1
1353,41,Femenino,Casado,Técnico,La Paz,Empleado Público,340.0,,68351.0,12,5,666.0,si,No,Bajo,0
1354,69,Masculino,Soltero,Técnico,El Alto,Dependiente,321.0,5520.0,18039.0,6,6,785.0,No,No,Bajo,0
1355,70,Femenino,Divorciado,Licenciatura,Santa Cruz,Independiente,264.0,8593.0,14369.0,6,0,583.0,No,Sí,Alto,0
1356,26,Femenino,Unión Libre,Técnico,La Paz,Jubilado,242.0,7571.0,54183.0,18,5,744.0,si,No,Bajo,1
1357,65,Masculino,Casado,Técnico,La Paz,Jubilado,281.0,9328.0,110761.0,24,3,591.0,NO,Sí,Alto,0
1358,22,Femenino,Casado,Posgrado,Montero,Dependiente,419.0,13761.0,103428.0,24,4,,si,Sí,Alto,0
1359,57,Femenino, VIUDO,Secundaria,El Alto,Dependiente,42.0,2302.0,15303.0,18,0,670.0,No,No,Bajo,0
1360,62,Masculino,Unión Libre,Licenciatura,Yacuiba,Dependiente,184.0,6947.0,15199.0,60,4,710.0,No,No,Bajo,1
1361,65,Femenino,Casado,Primaria,Sacaba,Dependiente,478.0,6484.0,73853.0,48,4,673.0,No,No,Bajo,0
1362,29,Femenino,Viudo,Técnico,La Paz,Independiente,414.0,,41025.0,12,4,583.0,Sí,No,Alto,1
1363,65,Femenino,Unión Libre,Licenciatura,Potosí,Dependiente,478.0,7892.0,70657.0,18,5,729.0,No,Sí,Alto,0
1364,24,Masculino,Divorciado,Licenciatura,Cochabamba,Dependiente,88.0,11748.0,107009.0,24,6,806.0,No,No,Bajo,1
1365,45,Femenino,Casado,Licenciatura,Potosí,Dependiente,223.0,9651.0,44341.0,36,5,597.0,No,No,Medio,1
1366,42,Femenino,Soltero,Secundaria,La Paz,Independiente,62.0,5564.0,14168.0,18,5,,Sí,No,Alto,0
1367,34,Femenino,Soltero,Técnico,El Alto,Dependiente,416.0,5859.0,37172.0,36,6,,si,Sí,Alto,0
1368,19,Femenino,Casado,Secundaria,La Paz,Independiente,249.0,6798.0,37471.0,12,4,620.0,No,No,Medio,0
1369,58,Masculino,Casado,Técnico,Cochabamba,Dependiente,117.0,3432.0,33711.0,18,4,638.0,Sí,No,Bajo,1
1370,35,Femenino,Casado,Técnico,Yacuiba,Jubilado,390.0,5869.0,62226.0,36,3,700.0,si,No,Bajo,1
1371,53,Masculino,Casado,Secundaria,Potosí,Dependiente,354.0,2765.0,15428.0,24,5,609.0,No,No,Bajo,0
1372,39,Masculino,Casado,Secundaria,Potosí,Independiente,390.0,1749.0,15372.0,36,0,626.0,Sí,Sí,Alto,0
1373,37,Masculino,Divorciado,Secundaria,Yacuiba,Dependiente,422.0,3791.0,11973.0,6,3,641.0,No,No,Bajo,1
1374,64,Femenino,Soltero,Secundaria,Potosí,Dependiente,467.0,4497.0,21756.0,12,2,782.0,Sí,No,Bajo,1
1375,23,Masculino,Soltero,Secundaria,La Paz,Dependiente,391.0,2793.0,27502.0,6,6,653.0,No,No,Bajo,1
1376,57,Masculino,Divorciado,Licenciatura,Tarija,Dependiente,378.0,9982.0,101433.0,12,0,539.0,No,No,Medio,0
1377,57,Femenino,Divorciado,Licenciatura,Santa Cruz,Dependiente,390.0,11107.0,110864.0,6,4,542.0,NO,Sí,Alto,0
1378,38,Masculino,Unión Libre,Secundaria,La Paz,Independiente,480.0,,18584.0,24,1,663.0,No,No,Medio,1
1379,31,Masculino, VIUDO,Licenciatura,Santa Cruz,Independiente,222.0,8528.0,63880.0,24,6,548.0,No,No,Alto,0
1380,18,Femenino,Viudo,Licenciatura,Montero,Dependiente,364.0,10448.0,66353.0,36,5,509.0,Sí,No,Medio,1
1381,67,Masculino,Soltero,Secundaria,El Alto,Independiente,394.0,,50377.0,18,1,707.0,No,No,Medio,1
1382,68,Femenino,Casado,Secundaria,Santa Cruz,Independiente,55.0,3834.0,34016.0,6,6,,NO,No,Medio,0
1383,30,Masculino, SOLTERO,Primaria,La Paz,Dependiente,332.0,,32966.0,36,3,617.0,NO,No,Bajo,1
1384,19,Masculino,Casado,Primaria,La Paz,Dependiente,162.0,800.0,4027.0,6,6,676.0,Sí,No,Bajo,1
1385,24,Femenino,Unión Libre,Licenciatura,La Paz,Dependiente,63.0,9948.0,66891.0,48,5,667.0,Sí,Sí,Alto,0
1386,21,Masculino,Soltero,Posgrado,Potosí,Dependiente,81.0,15261.0,150114.0,6,0,704.0,No,No,Bajo,1
1387,62,Femenino,Casado,Primaria,Tarija,Independiente,54.0,4239.0,26362.0,24,1,704.0,No,No,Medio,1
1388,65,Masculino,Soltero,Licenciatura,La Paz,Jubilado,370.0,185877.0,400000.0,48,2,415.0,Sí,Sí,Alto,0
1389,26,Masculino,Soltero,Primaria,El Alto,Jubilado,269.0,3073.0,22454.0,24,1,628.0,Sí,No,Bajo,1
1390,57,Femenino,Soltero,Técnico,El Alto,Jubilado,413.0,8408.0,103490.0,24,0,697.0,No,No,Bajo,1
1391,27,Femenino,Soltero,Licenciatura,La Paz,Independiente,300.0,10786.0,37728.0,36,6,613.0,Sí,Sí,Alto,0
1392,37,Femenino,,Secundaria,Cochabamba,Dependiente,317.0,1069.0,16341.0,12,6,653.0,No,No,Bajo,0
1393,49,Femenino,Casado,Primaria,Potosí,Dependiente,249.0,5296.0,32387.0,36,3,718.0,Sí,No,Bajo,1
1394,56,Femenino,Divorciado,Técnico,Cochabamba,Dependiente,291.0,10589.0,72191.0,48,1,657.0,si,No,Bajo,0
1395,64,Femenino,Casado,Posgrado,Santa Cruz,Dependiente,436.0,10585.0,78365.0,60,1,786.0,Sí,No,Bajo,1
1396,20,Femenino,Soltero,Secundaria,Cochabamba,Dependiente,249.0,1643.0,10901.0,24,6,751.0,NO,Sí,Alto,0
1397,28,Femenino,Soltero,Secundaria,La Paz,Independiente,317.0,,46524.0,18,2,639.0,No,Sí,Alto,0
1398,32,Masculino,Divorciado,Secundaria,La Paz,Dependiente,274.0,2433.0,30888.0,36,0,632.0,Sí,No,Bajo,1
1399,34,Masculino,Soltero,Técnico,Montero,Dependiente,190.0,8151.0,97100.0,24,2,393.0,Sí,No,Medio,0
1400,70,Masculino,,Técnico,Oruro,Empleado Público,428.0,6921.0,85435.0,12,3,621.0,Sí,No,Bajo,0
1401,59,Femenino,Soltero,Licenciatura,Montero,Dependiente,199.0,10795.0,94475.0,12,4,528.0,Sí,No,Medio,1
1402,34,Masculino,Casado,Licenciatura,Montero,Desempleado,,6546.0,41187.0,12,2,670.0,No,No,Medio,1
1403,69,Masculino,Divorciado,Licenciatura,Cochabamba,Dependiente,291.0,10069.0,108013.0,24,6,664.0,si,No,Bajo,1
1404,44,Femenino,Soltero,Licenciatura,Montero,Independiente,329.0,11748.0,22745.0,12,4,713.0,No,No,Medio,1
1405,44,Femenino,Soltero,Secundaria,Santa Cruz,Dependiente,365.0,4220.0,45268.0,6,6,776.0,si,No,Bajo,0
1406,40,Masculino,Unión Libre,Técnico,La Paz,Independiente,353.0,5806.0,39573.0,6,2,648.0,NO,No,Medio,0
1407,25,Femenino,Soltero,Secundaria,La Paz,Dependiente,271.0,2859.0,27018.0,48,4,850.0,Sí,No,Bajo,0
1408,67,Masculino,Casado,Secundaria,La Paz,Dependiente,296.0,800.0,7237.0,6,2,671.0,Sí,No,Bajo,0
1409,18,Masculino, CASADO,Posgrado,La Paz,Independiente,244.0,10919.0,59169.0,6,4,532.0,Sí,No,Alto,0
1410,27,Femenino,Soltero,Licenciatura,Santa Cruz,Dependiente,163.0,7514.0,16947.0,24,5,599.0,Sí,No,Medio,0
1411,30,Femenino,Divorciado,Posgrado,Potosí,Dependiente,349.0,11234.0,67678.0,12,2,616.0,Sí,Sí,Alto,0
1412,32,Masculino,Divorciado,Técnico,Sucre,Desempleado,,5297.0,31383.0,60,6,703.0,No,Sí,Alto,0
1413,24,Masculino, CASADO,Técnico,Cochabamba,Dependiente,339.0,8001.0,32891.0,48,6,565.0,si,No,Medio,0
1414,18,Femenino,Divorciado,Técnico,La Paz,Independiente,371.0,4258.0,19390.0,18,6,623.0,Sí,No,Medio,0
1415,53,Masculino,Soltero,Secundaria,Oruro,Independiente,399.0,3999.0,35100.0,24,1,636.0,Sí,No,Medio,0
1416,69,Masculino, SOLTERO,Secundaria,Santa Cruz,Dependiente,176.0,2712.0,13455.0,18,5,610.0,No,No,Bajo,1
1417,24,Masculino, CASADO,Técnico,La Paz,Independiente,30.0,,73913.0,6,0,723.0,No,Sí,Alto,0
1418,33,Masculino,Unión Libre,Primaria,El Alto,Dependiente,162.0,6924.0,22156.0,18,0,708.0,No,Sí,Alto,1
1419,44,Femenino,Soltero,Posgrado,Santa Cruz,Empleado Público,363.0,,78489.0,12,6,,No,No,Bajo,1
1420,67,Femenino,Soltero,Secundaria,El Alto,Dependiente,392.0,5115.0,21175.0,12,1,620.0,No,No,Bajo,1
1421,54,Masculino,Casado,Secundaria,Sucre,Dependiente,247.0,6781.0,51496.0,24,6,758.0,Sí,No,Bajo,1
